no,x,y,z,flight
1,100.5384878,5.253857813,238.425,1.0
2,100.5384844,5.253763848,237.68477000000001,1.0
3,100.53837940000001,5.253921291,236.4543,1.0
4,100.5383928,5.253808736,236.61446,1.0
5,100.53840859999998,5.253698334,236.37227000000001,1.0
6,100.5384185,5.253595212,235.53828,1.0
7,100.53842759999999,5.253496902,234.91914,1.0
8,100.5385199,5.2535080160000005,234.99922,1.0
9,100.5385132,5.253636538,236.13985,1.0
10,100.53860159999999,5.253736648,236.40547,1.0
11,100.53866550000001,5.253779776,236.12422,1.0
12,100.5387581,5.253783846,234.27461,1.0
13,100.5386807,5.253704283,233.87032000000002,1.0
14,100.538616,5.253627028,233.89766,1.0
15,100.5386103,5.2535125560000004,233.07148999999998,1.0
16,100.5387083,5.253523788,229.73164,1.0
17,100.5387365,5.2536184189999995,230.13398999999998,1.0
18,100.53880290000001,5.253528015,225.43672,1.0
19,100.5388713,5.253596502,224.80391,1.0
20,100.5389178,5.253540069,221.19843999999998,1.0
21,100.5389431,5.253674265,225.54414,1.0
22,100.53881590000002,5.2536915639999995,230.04414,1.0
23,100.53888409999999,5.253755903,229.73164,1.0
24,100.5389469,5.253835427,230.20625,1.0
25,100.5390078,5.253880198,228.81562999999997,1.0
26,100.5388212,5.253864074,234.56953,1.0
27,100.538692,5.253841532,236.93282000000002,1.0
28,100.5385937,5.253836562,238.29218999999998,1.0
1,100.53847579999999,5.253976668,238.47383,2.0
2,100.5383707,5.254027936,235.93282000000002,2.0
3,100.5383603,5.254129142,235.49922,2.0
4,100.53834609999998,5.2542174710000005,234.99727000000001,2.0
5,100.538466,5.254221855,236.75312999999997,2.0
6,100.53846309999999,5.254089536,237.86055,2.0
7,100.53858079999999,5.254041869,238.75312999999997,2.0
8,100.53864490000001,5.254109417,238.01485,2.0
9,100.5385735,5.254146518,238.08516,2.0
10,100.5385757,5.254232147,236.8586,2.0
11,100.5386857,5.254242323,235.82148999999998,2.0
