QGC WPL 110
1	0	3	16	1	0	0	0	5.254317385	100.5404838	11.236331300000018	1
2	0	10	184	9	1920	1	14.0	0	0	0	1
3	0	10	93	7	0	0	0	0	0	0	1
4	0	3	16	1	0	0	0	5.2542781960000005	100.5405087	12.05469130000003	1
5	0	10	184	9	1920	1	14.0	0	0	0	1
6	0	10	93	7	0	0	0	0	0	0	1
7	0	3	16	1	0	0	0	5.254176457	100.5405539	14.048831300000018	1
8	0	10	184	9	1920	1	14.0	0	0	0	1
9	0	10	93	7	0	0	0	0	0	0	1
10	0	3	16	1	0	0	0	5.254049539	100.5405972	15.589841300000018	1
11	0	10	184	9	1920	1	14.0	0	0	0	1
12	0	10	93	7	0	0	0	0	0	0	1
13	0	3	16	1	0	0	0	5.254072316999999	100.5405198	15.593751300000008	1
14	0	10	184	9	1920	1	14.0	0	0	0	1
15	0	10	93	7	0	0	0	0	0	0	1
16	0	3	16	1	0	0	0	5.253950565	100.5405289	17.17187130000002	1
17	0	10	184	9	1920	1	14.0	0	0	0	1
18	0	10	93	7	0	0	0	0	0	0	1
19	0	3	16	1	0	0	0	5.25382987	100.5406081	18.74219130000003	1
20	0	10	184	9	1920	1	14.0	0	0	0	1
21	0	10	93	7	0	0	0	0	0	0	1
22	0	3	16	1	0	0	0	5.253689568	100.5407176	21.212891300000024	1
23	0	10	184	9	1920	1	14.0	0	0	0	1
24	0	10	93	7	0	0	0	0	0	0	1
25	0	3	16	1	0	0	0	5.253788073	100.540703	18.716801300000014	1
26	0	10	184	9	1920	1	14.0	0	0	0	1
27	0	10	93	7	0	0	0	0	0	0	1
28	0	3	16	1	0	0	0	5.253881255	100.5406833	16.28711130000002	1
29	0	10	184	9	1920	1	14.0	0	0	0	1
30	0	10	93	7	0	0	0	0	0	0	1
31	0	3	16	1	0	0	0	5.253975573	100.5406742	14.396481300000033	1
32	0	10	184	9	1920	1	14.0	0	0	0	1
33	0	10	93	7	0	0	0	0	0	0	1
34	0	3	16	1	0	0	0	5.254154365	100.5406465	12.88086130000002	1
35	0	10	184	9	1920	1	14.0	0	0	0	1
36	0	10	93	7	0	0	0	0	0	0	1
37	0	3	16	1	0	0	0	5.254243575	100.5406333	11.322261300000008	1
38	0	10	184	9	1920	1	14.0	0	0	0	1
39	0	10	93	7	0	0	0	0	0	0	1
40	0	3	16	1	0	0	0	5.254329439	100.5406088	10.271481300000033	1
41	0	10	184	9	1920	1	14.0	0	0	0	1
42	0	10	93	7	0	0	0	0	0	0	1
43	0	3	16	0	0	0	0	5.254330465900001	100.54062536	10.271481300000033	1
44	0	3	16	1	0	0	0	5.25433058	100.5406272	9.750001300000008	1
45	0	10	184	9	1920	1	14.0	0	0	0	1
46	0	10	93	7	0	0	0	0	0	0	1
