id,vertex_ind,distance,angle,x,y
1,0,0,85.98067757,101.984122,2.584022792
1,1,0.000112001,16.0760133,101.9842337,2.584030642
1,2,0.000167407,304.3707431,101.984189,2.584063343
1,3,0.000242014,302.8382035,101.9841261,2.584103506
1,4,0.000300404,334.8168976,101.9840772,2.584135398
1,5,0.000388225,65.3186905,101.9840872,2.584222651
1,6,0.000447175,125.2896812,101.984136,2.584189593
1,7,0.000526774,127.63574,101.9842,2.58414228
1,8,0.000609884,66.32426137,101.9842648,2.5840902
1,9,0.000697107,334.0552071,101.9842706,2.584177226
1,10,0.00077493,305.5351046,101.9842063,2.584221041
1,11,0.000856195,306.4726585,101.9841412,2.584269728
1,12,0.000921839,331.8621711,101.9840882,2.584308441
1,13,0.001008009,61.50557675,101.9840846,2.584394535
1,14,0.00109353,125.8383674,101.9841543,2.584344962
1,15,0.001173629,126.0841946,101.9842189,2.584297598
1,16,0.00129779,107.9587191,101.9843194,2.584224763
1,17,0.00129779,50.97647874,101.9843194,2.584224763
1,18,0.001370311,340.689717,101.9843344,2.584295712
1,19,0.001433461,307.1120339,101.9842857,2.584335817
1,20,0.00151237,304.4305157,101.9842209,2.584380849
1,21,0.001592106,303.9272076,101.9841548,2.58442551
1,22,0.001666234,333.3349393,101.9840932,2.584466738
1,23,0.0017453,63.36348144,101.9840972,2.584545703
1,24,0.001824146,122.8011024,101.9841627,2.584501787
1,25,0.001903454,95.08532085,101.9842301,2.584460049
1,26,0.001983352,7.52478277,101.9843044,2.58448944
1,27,0.002069277,311.6684767,101.9842354,2.58454071
1,28,0.002148453,30.07945585,101.9841811,2.584598336
1,29,0.00227981,100.2367134,101.9843089,2.584567772
1,30,0.002412749,107.7035943,101.9844408,2.584551528
1,31,0.002493838,122.5124127,101.9845122,2.584512974
1,32,0.002570829,94.38643023,101.9845739,2.584467031
1,33,0.002649565,65.19287434,101.9846436,2.584503829
1,34,0.002730181,96.80077447,101.9847184,2.584533704
1,35,0.002805465,130.3832629,101.9847798,2.584490144
1,36,0.002883103,157.6536125,101.9848343,2.58443485
1,37,0.002955431,242.6362249,101.9848345,2.584362522
1,38,0.003034128,307.3797354,101.9847703,2.584408086
1,39,0.003114971,275.2314571,101.9847078,2.584459378
1,40,0.003196783,182.0373113,101.9846362,2.584419818
1,41,0.003270355,124.7594475,101.9846979,2.584379757
1,42,0.003352063,126.148625,101.9847636,2.584331124
1,43,0.003441295,157.5663304,101.984836,2.584278965
1,44,0.003518241,247.9568188,101.9848235,2.584203044
1,45,0.003596536,304.6732623,101.9847606,2.584249672
1,46,0.003681883,303.9950586,101.9846888,2.584295899
1,47,0.00383898,305.619146,101.9845604,2.584386444
1,48,0.00407061,245.7386826,101.9843731,2.584522734
1,49,0.004147867,155.9601651,101.9843658,2.584445823
1,50,0.004392254,126.7458314,101.9845623,2.584300503
1,51,0.004541332,124.9938481,101.9846814,2.584210775
1,52,0.00470111,126.9124463,101.9848154,2.584123795
1,53,0.004781251,157.4740195,101.984876,2.584071384
1,54,0.004856228,244.2906742,101.9848707,2.5839966
1,55,0.004933541,306.6448116,101.9848069,2.584040363
1,56,0.005016721,305.6158806,101.9847421,2.5840925
1,57,0.005122214,304.6420024,101.9846531,2.584149054
1,58,0.00517321,306.597039,101.9846123,2.584179649
1,59,0.00533428,307.2639269,101.9844825,2.584275068
1,60,0.005484018,234.1188461,101.9843648,2.584367667
1,61,0.005622817,141.9560264,101.9844122,2.584237208
1,62,0.005785228,106.937057,101.984547,2.584146685
1,63,0.005785228,109.0197614,101.984547,2.584146685
1,64,0.005940977,126.4895092,101.9846697,2.584050711
1,65,0.00609705,124.7996069,101.9847977,2.583961327
1,66,0.006179948,127.1635089,101.9848658,2.583914182
1,67,0.006256089,127.305115,101.9849245,2.583865579
1,68,0.006332412,124.9429306,101.984987,2.583821865
2,0,0,309.5922887,101.9842226,2.58394584
2,1,4.96191E-05,279.4577365,101.9841844,2.583977463
2,2,0.000130887,187.2388661,101.9841084,2.583948768
2,3,0.000301928,179.0836677,101.9842482,2.583850285
2,4,0.000377727,268.2127245,101.9841877,2.583804682
2,5,0.000475414,242.9880066,101.9841061,2.583858474
2,6,0.000607934,180.6965883,101.9841002,2.583726086
2,7,0.000660353,184.4547164,101.9841013,2.583673678
2,8,0.000723987,187.5398039,101.9840901,2.583611027
2,9,0.000769059,182.2139011,101.9840862,2.583566126
2,10,0.000827083,186.1691828,101.9840868,2.583508105
2,11,0.000888489,189.5398514,101.9840731,2.583448252
2,12,0.00095752,175.6569625,101.9840656,2.58337962
2,13,0.001011432,131.6846541,101.9840795,2.58332751
2,14,0.001111596,94.1122613,101.9841786,2.583313181
2,15,0.001111596,30.80574321,101.9841786,2.583313181
2,16,0.001185821,30.80574321,101.9841433,2.58337848
2,17,0.001185821,93.66865293,101.9841433,2.58337848
2,18,0.001254896,106.6465413,101.9842118,2.583369659
2,19,0.001325785,120.2970802,101.9842755,2.583338632
2,20,0.001419777,131.9372426,101.9843529,2.583285208
2,21,0.001494481,152.5713048,101.9844017,2.583228626
2,22,0.001571988,166.4293435,101.9844205,2.583153452
2,23,0.001703834,169.5866789,101.9844503,2.583025011
2,24,0.001767513,105.2809431,101.9844589,2.582961917
2,25,0.001831582,15.72602465,101.9844987,2.583012168
2,26,0.001886279,351.1800841,101.9844921,2.58306647
2,27,0.001943354,348.5251426,101.9844815,2.583122544
2,28,0.002005281,341.588855,101.9844684,2.583183072
2,29,0.002087917,330.2093512,101.9844339,2.583258194
2,30,0.002155906,317.4724733,101.984395,2.583313916
2,31,0.002229756,305.7337734,101.9843383,2.58336129
2,32,0.002292747,296.6321477,101.9842847,2.583394263
2,33,0.002366274,288.0807832,101.9842163,2.583421449
2,34,0.002443383,323.0509087,101.9841417,2.583440706
2,35,0.002515469,53.50290887,101.9841437,2.583512763
2,36,0.002632885,110.8318383,101.984257,2.583481649
2,37,0.002722078,118.2492388,101.9843369,2.583442133
2,38,0.002801469,133.6147599,101.9844055,2.583402197
2,39,0.002874726,140.9929726,101.9844454,2.583340739
2,40,0.002942715,150.5788319,101.9844935,2.583292699
2,41,0.003012647,165.3220348,101.9845102,2.583224786
2,42,0.003084853,161.4394518,101.9845296,2.583155225
2,43,0.003157293,89.76288258,101.9845562,2.583087856
2,44,0.003233522,0.458645911,101.9845836,2.583158979
2,45,0.003389156,335.568204,101.9845299,2.583305064
2,46,0.00347549,335.2017122,101.9844885,2.5833808
2,47,0.003530296,310.6092542,101.9844689,2.583431997
2,48,0.003598431,295.2178236,101.9844023,2.583446309
2,49,0.003657421,304.5102923,101.984356,2.583482878
2,50,0.003741838,297.4703131,101.9842835,2.583525989
2,51,0.003805984,286.367102,101.984225,2.583552315
2,52,0.00387513,320.1658336,101.9841566,2.58356254
2,53,0.003926043,355.7865085,101.9841582,2.583613426
2,54,0.003990281,350.8054295,101.9841468,2.583676639
2,55,0.004033672,358.4329888,101.9841406,2.583719593
