no,x,y,z,flight
1,101.98412259999999,2.584025035,37.471,1.0
2,101.9842336,2.584031494,36.45049,1.0
3,101.9841902,2.584060427,36.88213,1.0
4,101.98412900000001,2.58410486,37.23125,1.0
5,101.98407370000001,2.5841389130000003,37.73955,1.0
6,101.9840889,2.584222919,37.68193,1.0
7,101.9841329,2.584191144,37.129690000000004,1.0
8,101.9842002,2.584141802,36.755179999999996,1.0
9,101.9842626,2.584093494,36.18926,1.0
10,101.9842685,2.584174869,36.07549,1.0
11,101.9842089,2.584222402,36.59941,1.0
12,101.98414340000001,2.5842686440000002,37.4207,1.0
13,101.9840895,2.5843099769999998,38.30107,1.0
14,101.9840879,2.58439471,38.977340000000005,1.0
15,101.9841491,2.584345885,37.83525,1.0
16,101.98421429999999,2.584301452,36.90508,1.0
17,101.9842772,2.584253402,36.27568,1.0
18,101.9843196,2.584223952,35.801559999999995,1.0
19,101.9843348,2.584294994,35.72002,1.0
20,101.9842854,2.584332969,36.29326,1.0
21,101.984222,2.584378694,37.14043,1.0
22,101.9841568,2.58442571,38.65996,1.0
23,101.9840941,2.584468335,39.92559,1.0
24,101.98409740000001,2.584547127,40.57354,1.0
25,101.9841606,2.58450476,39.412890000000004,1.0
26,101.9842277,2.5844595519999998,37.6292,1.0
27,101.9843037,2.58449081,36.954879999999996,1.0
28,101.98423509999999,2.584538602,38.311820000000004,1.0
29,101.984185,2.58459621,39.77813,1.0
30,101.98431109999999,2.584567019,37.77715,1.0
31,101.98444029999999,2.584551519,36.075,1.0
32,101.9845115,2.584515352,35.0169,1.0
33,101.9845739,2.5844693690000002,34.28301,1.0
34,101.98464150000001,2.584502694,33.71367,1.0
35,101.984716,2.58453421,33.1707,1.0
36,101.9847799,2.584491844,32.256640000000004,1.0
37,101.98483509999998,2.5844360440000003,31.296290000000003,1.0
38,101.98483409999999,2.584361902,31.558009999999996,1.0
39,101.98477170000001,2.5844084019999998,32.32012,1.0
40,101.984707,2.5844577440000003,33.0584,1.0
41,101.98463890000001,2.584422352,33.71953,1.0
42,101.9847016,2.584375852,33.05938,1.0
43,101.984764,2.5843293519999997,32.42754,1.0
44,101.9848313,2.58427691,31.7062,1.0
45,101.9848251,2.584203285,31.75283,1.0
46,101.9847578,2.584249269,32.51104,1.0
47,101.9846918,2.584292669,33.15899,1.0
48,101.98463199999999,2.584338135,33.730270000000004,1.0
49,101.9845624,2.584387994,34.23369,1.0
50,101.984502,2.58442881,34.76885,1.0
51,101.98443520000001,2.584477894,35.58965,1.0
52,101.9843715,2.584522844,36.63115,1.0
53,101.98436509999999,2.584445344,36.09746,1.0
54,101.98442879999999,2.584396777,35.2044,1.0
55,101.9844948,2.584350277,34.65703,1.0
56,101.9845593,2.584305069,34.135059999999996,1.0
57,101.984623,2.5842608940000003,33.70195,1.0
58,101.9846833,2.584210777,33.0794,1.0
59,101.9847506,2.584168927,32.56816,1.0
60,101.9848131,2.58412346,31.948390000000003,1.0
61,101.9848762,2.584072569,30.60977,1.0
62,101.9848693,2.583996619,31.281640000000003,1.0
63,101.98480479999999,2.584042602,32.4124,1.0
64,101.98474240000002,2.5840914269999997,32.723440000000004,1.0
65,101.9846564,2.584146194,33.38555,1.0
66,101.9846135,2.5841797769999997,33.697070000000004,1.0
67,101.98455030000001,2.5842293769999998,34.11455,1.0
68,101.9844855,2.584272777,34.569140000000004,1.0
69,101.98442159999999,2.584322119,35.08916,1.0
70,101.98436579999999,2.584365519,35.571090000000005,1.0
71,101.9844136,2.58423816,35.16387,1.0
72,101.98447840000001,2.584189077,34.75274,1.0
73,101.9845431,2.584147485,34.424609999999994,1.0
74,101.9846065,2.5841015019999998,34.04766,1.0
75,101.9846679,2.584052935,33.768359999999994,1.0
76,101.9847352,2.58401031,33.12481,1.0
77,101.98479640000001,2.5839612080000003,32.82598,1.0
78,101.98486340000001,2.583915502,32.093070000000004,1.0
79,101.9849235,2.5838695190000003,31.65103,1.0
80,101.98498719999999,2.583821985,30.99575,1.0
1,101.9842282,2.5839462440000003,36.82647,2.0
2,101.984185,2.583980602,37.12236,2.0
3,101.9841095,2.5839462440000003,37.75274,2.0
4,101.98417940000002,2.583902069,37.3919,2.0
5,101.9842441,2.583852469,37.21074,2.0
6,101.9841902,2.58380571,37.89482,2.0
7,101.98410720000001,2.58385996,38.0335,2.0
8,101.9840949,2.583728985,38.71856,2.0
9,101.9840938,2.58367706,38.99297,2.0
10,101.9840895,2.583617643,39.53203,2.0
11,101.98408609999998,2.583561585,40.06035,2.0
12,101.9840818,2.583511468,40.70342,2.0
13,101.9840766,2.58345231,41.43047,2.0
14,101.98407399999999,2.583381527,42.51934,2.0
15,101.9840753,2.583329602,43.15313,2.0
16,101.98412640000001,2.583328827,43.23272,2.0
17,101.9841827,2.5833125519999998,42.88994,2.0
18,101.9841452,2.583383852,42.16338,2.0
19,101.98421429999999,2.5833637019999998,42.12236,2.0
20,101.9842718,2.583332443,42.09404,2.0
21,101.9843402,2.58328956,42.12774,2.0
22,101.9843874,2.58323376,42.27715,2.0
23,101.9844172,2.583166335,42.05303,2.0
24,101.9844339,2.583097102,41.883109999999995,2.0
25,101.98444909999999,2.5830278680000003,42.027640000000005,2.0
26,101.9844586,2.582961993,42.08379,2.0
27,101.9844984,2.583011335,40.99981,2.0
28,101.98449709999998,2.5830645519999997,40.90654,2.0
29,101.984484,2.583117252,40.929,2.0
30,101.9844653,2.583181577,41.0252,2.0
31,101.9844383,2.583250552,41.05693,2.0
32,101.98439690000001,2.583310485,41.0418,2.0
33,101.984342,2.583361893,41.08232,2.0
34,101.9842816,2.5834009019999997,40.96123,2.0
35,101.98421479999999,2.583425185,40.95342,2.0
36,101.9841439,2.583443785,41.21709,2.0
37,101.9841444,2.5835099180000003,40.18535,2.0
38,101.9842012,2.583501135,40.11602,2.0
39,101.98426640000001,2.58347711,40.23223,2.0
40,101.98433349999999,2.583443785,40.20879,2.0
41,101.984392,2.58340426,40.26445,2.0
42,101.98444190000001,2.583349493,40.21563,2.0
43,101.984482,2.583289043,40.04424,2.0
44,101.9845105,2.5832247180000003,40.133590000000005,2.0
45,101.98453149999999,2.58315471,40.12725,2.0
46,101.9845508,2.583090902,40.13604,2.0
47,101.984585,2.583160393,39.36943,2.0
48,101.9845703,2.58320121,39.53252,2.0
49,101.9845541,2.583254685,39.383590000000005,2.0
50,101.98452950000001,2.583311002,39.239059999999995,2.0
51,101.9844976,2.58337636,39.26543,2.0
52,101.98446009999999,2.583437327,39.226859999999995,2.0
53,101.9844034,2.58344301,39.825,2.0
54,101.98435400000001,2.58348951,39.499320000000004,2.0
55,101.9842906,2.583526452,39.64385,2.0
56,101.9842253,2.583549702,39.51543,2.0
57,101.98415240000001,2.583563135,39.53008,2.0
58,101.9841598,2.583614285,39.17119,2.0
59,101.98415159999999,2.583667502,38.705859999999994,2.0
60,101.9841375,2.58371736,38.392379999999996,2.0
61,101.9841452,2.583764118,38.42315,2.0
62,101.9842382,2.583775227,37.72783,2.0
63,101.9843027,2.583727693,37.64678,2.0
64,101.984371,2.583683518,37.70684,2.0
65,101.98442359999999,2.583646835,37.65801,2.0
66,101.9843908,2.5835804430000002,38.489059999999995,2.0
67,101.9843301,2.58361816,38.41729,2.0
68,101.9842667,2.583654327,38.4959,2.0
69,101.9842027,2.583688427,38.42119,2.0
70,101.984202,2.58364761,38.780570000000004,2.0
71,101.9842292,2.583603952,38.94512,2.0
72,101.98429820000001,2.5835791390000002,38.82158,2.0
73,101.9843628,2.583542985,38.9124,2.0
74,101.9844162,2.583491835,38.97246,2.0
75,101.98444599999999,2.5835316180000003,38.517379999999996,2.0
76,101.9844948,2.583482018,38.40166,2.0
77,101.98453559999999,2.583422085,38.361129999999996,2.0
78,101.9845739,2.58335931,38.47295,2.0
79,101.9846127,2.583299635,38.32451,2.0
80,101.98463220000001,2.583236085,38.38945,2.0
1,101.9844072,2.584161177,35.26299,3.0
2,101.9844712,2.5841131269999997,34.86797,3.0
3,101.9845326,2.584066627,34.48223,3.0
4,101.9845999,2.584024519,34.237109999999994,3.0
5,101.98466359999999,2.58397776,34.07695,3.0
6,101.98472729999999,2.58393126,33.44365,3.0
7,101.9848521,2.583839294,33.00225,3.0
8,101.9849171,2.5837922769999997,32.429,3.0
9,101.98497950000001,2.58374526,31.934959999999997,3.0
10,101.98504090000002,2.5836155769999998,32.14287,3.0
11,101.9849782,2.583666468,32.518359999999994,3.0
12,101.9849132,2.5837155519999997,33.199020000000004,3.0
13,101.984849,2.583761018,33.537890000000004,3.0
14,101.98478349999999,2.583806485,33.89727,3.0
15,101.98472059999999,2.583855052,34.15117,3.0
16,101.9846553,2.583896385,34.392379999999996,3.0
17,101.98459059999999,2.583942627,34.79326,3.0
18,101.9845279,2.583990677,34.893359999999994,3.0
19,101.9844642,2.584037694,35.230270000000004,3.0
20,101.9843967,2.584083935,35.47051,3.0
21,101.98433399999999,2.584128885,35.68975,3.0
22,101.984326,2.58404751,35.94463,3.0
23,101.98439309999999,2.5840012690000003,35.8294,3.0
24,101.98445579999999,2.583955285,35.636520000000004,3.0
25,101.98451999999999,2.5839085269999997,35.36943,3.0
26,101.98458570000001,2.583862285,35.23516,3.0
27,101.98464870000001,2.5838168180000003,35.166309999999996,3.0
28,101.9847142,2.58377006,34.884570000000004,3.0
29,101.9847799,2.583726402,34.49004,3.0
30,101.9848439,2.583676027,34.225390000000004,3.0
31,101.9849048,2.583631852,33.66045,3.0
32,101.98496870000001,2.58358406,33.43535,3.0
33,101.9850275,2.58354376,32.95732,3.0
34,101.98510329999999,2.5834892519999997,32.2332,3.0
35,101.9850309,2.583458252,33.60479,3.0
36,101.9850247,2.583376618,34.02715,3.0
37,101.98494790000001,2.583344585,35.01494,3.0
38,101.9848801,2.583313327,35.79326,3.0
39,101.984876,2.5832335019999997,36.173629999999996,3.0
40,101.984801,2.583201468,36.98955,3.0
41,101.9847316,2.583246677,37.36748,3.0
42,101.98481070000001,2.5832769019999997,36.66875,3.0
43,101.98474499999999,2.583328568,37.080859999999994,3.0
44,101.9846921,2.583364477,37.36162,3.0
45,101.9845593,2.583546343,37.530570000000004,3.0
46,101.9846166,2.58350036,37.5252,3.0
47,101.9846795,2.583454635,36.98467,3.0
48,101.9847522,2.583404518,36.754690000000004,3.0
49,101.98481559999999,2.58335621,36.37334,3.0
50,101.9848796,2.5833897930000003,35.48516,3.0
51,101.9848185,2.583437327,35.8543,3.0
52,101.9847589,2.5834776269999997,36.1541,3.0
53,101.98469,2.583528518,36.61065,3.0
54,101.984625,2.583574243,37.08574,3.0
55,101.98456259999999,2.5836233269999997,37.28887,3.0
56,101.9844999,2.583668793,37.19072,3.0
57,101.9844339,2.583712452,37.21758,3.0
58,101.98431059999999,2.583887344,36.66924,3.0
59,101.9843797,2.583840327,36.633590000000005,3.0
60,101.9844434,2.583797702,36.51445,3.0
61,101.98450509999999,2.5837473269999998,36.56572,3.0
62,101.98456850000001,2.583703152,36.575,3.0
