id,x,y,z,flight
1,101.9844021,2.586905969,26.82778,1
2,101.9844727,2.586863603,26.94155,1
3,101.9844781,2.586941361,26.87783,1
4,101.9845382,2.586817878,27.02773,1
5,101.9845439,2.586896928,26.85098,1
6,101.9845464,2.586978561,27.0729,1
7,101.9846078,2.586775253,27.13955,1
8,101.9846096,2.586855594,26.84365,1
9,101.9846124,2.587023769,27.34658,1
10,101.984614,2.586935678,27.05142,1
11,101.9846725,2.586806511,27.07192,1
12,101.9846736,2.586896669,27.32583,1
13,101.9846818,2.587070011,28.41689,1
14,101.9846828,2.586972103,27.59927,1
15,101.9846967,2.586718936,27.2875,1
16,101.9847136,2.586779644,27.42983,1
17,101.9847383,2.587096361,28.41909,1
18,101.9847386,2.586691294,27.51187,1
19,101.984747,2.586848878,27.68984,1
20,101.9847527,2.586922761,27.99502,1
21,101.9847563,2.587009044,28.60855,1
22,101.9848092,2.586728753,27.99502,1
23,101.984811,2.586643761,27.73696,1
24,101.9848149,2.586870836,28.24917,1
25,101.9848218,2.586960219,29.49697,1
26,101.9848262,2.587040561,29.7228,1
27,101.9848295,2.586794111,28.38735,1
28,101.9848316,2.58709972,30.2499,1
29,101.9848718,2.586604696,27.68936,1
30,101.9848798,2.587006978,30.44399,1
31,101.9848806,2.586763111,28.69546,1
32,101.9848837,2.587076986,30.87612,1
33,101.9849022,2.586920178,30.17178,1
34,101.9849382,2.586639628,28.42642,1
35,101.9849387,2.586561869,28.18643,1
36,101.984951,2.586800569,30.09121,1
37,101.9849531,2.586881428,31.23965,1
38,101.9849613,2.586948853,31.49429,1
39,101.9849672,2.587021444,31.56069,1
40,101.9850062,2.586516919,28.14346,1
41,101.9850075,2.586599844,28.56875,1
42,101.9850191,2.586835961,31.22378,1
43,101.9850193,2.586757169,30.78311,1
44,101.9850224,2.586685094,29.57412,1
45,101.9850232,2.586915528,31.59512,1
46,101.9850301,2.586981403,31.43618,1
47,101.9850728,2.586477911,28.35806,1
48,101.9850745,2.586556186,28.71011,1
49,101.985082,2.586798761,31.41104,1
50,101.9850833,2.586713769,30.89102,1
51,101.9850874,2.586870578,31.31606,1
52,101.9850915,2.586644536,29.7958,1
53,101.9851395,2.586431928,28.57485,1
54,101.9851416,2.586515886,29.00845,1
55,101.9851506,2.586671144,31.05288,1
56,101.9851521,2.586750711,31.42568,1
57,101.9851688,2.586604753,29.78262,1
58,101.9851999,2.586465511,29.05947,1
59,101.9852053,2.586390853,28.72671,1
60,101.9852194,2.586630069,31.07095,1
61,101.9852307,2.586560061,30.07827,1
62,101.9852436,2.586408161,29.0187,1
63,101.9852729,2.586343578,28.93228,1
64,101.9852816,2.586506069,29.85024,1
65,101.9852844,2.586584344,31.06484,1
66,101.9853371,2.586288036,28.8937,1
67,101.9853471,2.586461378,30.20938,1
68,101.9853517,2.586541719,31.22451,1
69,101.985352,2.586387494,29.49893,1
70,101.9854018,2.586331436,29.63296,1
71,101.9854141,2.586501161,31.54629,1
72,101.9854149,2.586419269,30.31021,1
73,101.9854457,2.586278478,29.5082,1
74,101.9854786,2.586294236,29.93789,1
75,101.9854812,2.586378453,30.6083,1
76,101.9854822,2.586456728,31.45547,1
77,101.9854894,2.586229136,29.32266,1
78,101.9855338,2.586260394,29.93252,1
79,101.9855374,2.586176178,29.4877,1
80,101.9848844,2.586678199,28.19546,1
81,101.9842813,2.586748644,26.06314,2
82,101.9843273,2.586712478,26.18887,2
83,101.9843312,2.586786103,26.32095,2
84,101.9843384,2.586869544,26.58731,2
85,101.9843941,2.586668819,26.25308,2
86,101.9843954,2.586745803,26.46816,2
87,101.984399,2.586591578,26.21646,2
88,101.9844016,2.586826661,26.51919,2
89,101.9844581,2.586548953,26.45083,2
90,101.9844627,2.586626969,26.4894,2
91,101.9844655,2.586702919,26.66885,2
92,101.9844714,2.586783003,26.77554,2
93,101.9845202,2.586422111,26.6166,2
94,101.9845243,2.586509428,26.64199,2
95,101.9845246,2.586583828,26.61172,2
96,101.984531,2.586660811,26.78164,2
97,101.9845349,2.586738311,26.93936,2
98,101.9845857,2.586378194,26.74111,2
99,101.9845904,2.586460344,26.67422,2
100,101.9845934,2.586540944,26.54629,2
101,101.9845999,2.586301211,26.5231,2
102,101.9846009,2.586617411,27.17007,2
103,101.9846032,2.586697236,27.00186,2
104,101.984652,2.586335828,26.7626,2
105,101.9846553,2.586415394,26.89077,2
106,101.9846579,2.586216219,26.81948,2
107,101.9846612,2.586497544,26.78359,2
108,101.9846664,2.586576078,27.24136,2
109,101.9846702,2.586654869,27.31338,2
110,101.984707,2.586142594,26.83828,2
111,101.9847101,2.586380261,27.16201,2
112,101.9847242,2.586214153,26.83657,2
113,101.9847267,2.586454144,27.06411,2
114,101.9847319,2.586532161,27.29995,2
115,101.984737,2.586608369,27.43789,2
116,101.9847383,2.586281061,26.84146,2
117,101.984784,2.586173078,27.0292,2
118,101.9847874,2.586250061,26.89907,2
119,101.9847912,2.586328594,27.15859,2
120,101.9847951,2.586411003,27.22158,2
121,101.9847966,2.586488503,27.42373,2
122,101.9848061,2.586570394,27.4418,2
123,101.9848326,2.586072328,26.88027,2
124,101.9848498,2.586125028,27.19009,2
125,101.9848547,2.586207694,27.04263,2
126,101.9848593,2.586287261,27.1127,2
127,101.9848629,2.586365019,27.23696,2
128,101.9848642,2.586444328,27.56558,2
129,101.9848678,2.586526994,27.6332,2
130,101.9848968,2.586006194,27.21011,2
131,101.9849117,2.586086536,27.06094,2
132,101.9849194,2.586167136,27.03237,2
133,101.9849217,2.586241536,27.11245,2
134,101.9849279,2.586323686,27.22744,2
135,101.9849312,2.586402219,27.58071,2
136,101.9849369,2.586482044,27.94058,2
137,101.9849762,2.585881419,27.0646,2
138,101.9849764,2.585960469,27.26333,2
139,101.9849826,2.586040553,27.31973,2
140,101.9849844,2.586121153,27.07925,2
141,101.9849911,2.586199944,27.28652,2
142,101.9849967,2.586281319,27.37832,2
143,101.9849967,2.586359078,27.55801,2
144,101.9850072,2.586440969,27.79263,2
145,101.9850412,2.585919394,27.44692,2
146,101.9850481,2.585995603,27.46426,2
147,101.9850537,2.586076461,27.48965,2
148,101.9850573,2.586156028,27.42446,2
149,101.9850614,2.586236369,27.55386,2
150,101.9850648,2.586318003,27.66079,2
151,101.9850684,2.586399378,27.84585,2
152,101.9851187,2.586034869,27.32095,2
153,101.9851236,2.586116761,27.46548,2
154,101.9851272,2.586192453,27.58218,2
155,101.9851323,2.586273569,27.73892,2
156,101.9851395,2.586354428,28.01626,2
157,101.985193,2.586150861,27.57998,2
158,101.9851984,2.586229394,28.00259,2
159,101.9852043,2.586308444,28.10439,2
160,101.9852708,2.586265561,28.52725,2
161,101.9856032,2.586048561,29.22891,3
162,101.985605,2.586128644,29.75942,3
163,101.9856052,2.586214411,30.46768,3
164,101.9856684,2.586005161,29.50259,3
165,101.9856715,2.586086536,29.81997,3
166,101.9856736,2.586171269,30.58657,3
167,101.9857404,2.586043911,30.02944,3
168,101.9857429,2.586126836,30.54116,3
169,101.9858041,2.585921461,29.50405,3
170,101.9858053,2.585999219,30.3478,3
171,101.9858097,2.586083178,30.61392,3
172,101.9858102,2.586163261,31.44229,3
173,101.9858662,2.585880386,29.81338,3
