id,vertex_ind,distance,angle,x,y
"1","0",0.00000000000000,158.13000769537481,101.9898114000,2.5840550120
"1","1",0.00008407190890,220.74952699562749,101.9898427000,2.5839769910
"1","2",0.00014121680016,265.62201497344955,101.9897871000,2.5839902040
"1","3",0.00018986326854,304.78711394270289,101.9897420000,2.5839718820
"1","4",0.00025285853069,340.89723771175949,101.9897439000,2.5840348500
"1","5",0.00031494826968,283.53399683930633,101.9897041000,2.5840824800
"1","6",0.00039416451996,275.68573392244065,101.9896312000,2.5840514930
"1","7",0.00047760856725,271.45358952552681,101.9895623000,2.5840986340
"1","8",0.00055731639905,243.86304068599580,101.9894943000,2.5840569970
"1","9",0.00063716842398,276.16986907028570,101.9894197000,2.5840286640
"1","10",0.00071550528662,274.53727923254775,101.9893541000,2.5840714690
"1","11",0.00079544275374,274.79680663006422,101.9892811000,2.5840388950
"1","12",0.00087382156211,335.35019589521539,101.9892158000,2.5840823160
"1","13",0.00095682967690,4.95771489184059,101.9892260000,2.5841646950
"1","14",0.00103554164037,3.03235386017035,101.9892299000,2.5842433090
"1","15",0.00111599928262,4.48472466995822,101.9892344000,2.5843236410
"1","16",0.00119827314986,6.15097040034610,101.9892427000,2.5844054990
"1","17",0.00128044092963,4.87473019809735,101.9892521000,2.5844871320
"1","18",0.00136089857189,3.68586512102975,101.9892566000,2.5845674640
"1","19",0.00151101232153,13.51911473479313,101.9892675000,2.5847171810
"1","20",0.00152247840409,13.15496625636319,101.9892719000,2.5847277460
"1","21",0.00159403108433,4.30280111250150,101.9892762000,2.5847991700
"1","22",0.00167277516201,52.15809768142238,101.9892833000,2.5848775930
"1","23",0.00175267466612,147.35075313077439,101.9893622000,2.5848648940
"1","24",0.00180113888859,190.16156648164917,101.9893492000,2.5848182050
"1","25",0.00186952993628,185.45533255133407,101.9893435000,2.5847500510
"1","26",0.00196710959982,186.62069427794790,101.9893331000,2.5846530310
"1","27",0.00203928674526,184.60031054191012,101.9893241000,2.5845814070
"1","28",0.00214187331678,183.08891373191338,101.9893204000,2.5844788900
"1","29",0.00219880100216,184.83783128418915,101.9893163000,2.5844221060
"1","30",0.00227454193340,186.13760660184710,101.9893089000,2.5843467270
"1","31",0.00235894998722,185.45826370445755,101.9892991000,2.5842628910
"1","32",0.00241540270015,183.28931997853283,101.9892950000,2.5842065930
"1","33",0.00251495871521,121.92051419507521,101.9892909000,2.5841071190
"1","34",0.00260545112682,29.56505180311378,101.9893704000,2.5841502930
"1","35",0.00273427146821,5.38371905585242,101.9893651000,2.5842790020
"1","36",0.00278331133856,9.41462989889889,101.9893762000,2.5843267580
"1","37",0.00286017061386,4.80615149417537,101.9893839000,2.5844032390
"1","38",0.00295319249567,3.89959708432962,101.9893902000,2.5844960430
"1","39",0.00301536565446,5.74720735236759,101.9893944000,2.5845580740
"1","40",0.00309380572777,3.36655941407918,101.9894048000,2.5846358210
"1","41",0.00318453809873,5.73156482696312,101.9894034000,2.5847265430
"1","42",0.00326662275790,1.27215234113373,101.9894210000,2.5848067280
"1","43",0.00329994579359,69.14257854815953,101.9894153000,2.5848395640
"1","44",0.00343133129034,170.09942552821053,101.9894847000,2.5847280330
"1","45",0.00352623000934,185.96730141949894,101.9894648000,2.5846352450
"1","46",0.00361465362039,185.38992783561923,101.9894651000,2.5845468220
"1","47",0.00367784523605,184.95755617056079,101.9894531000,2.5844847820
"1","48",0.00377162640438,185.78420725024802,101.9894548000,2.5843910160
"1","49",0.00383347542922,187.11644367674626,101.9894413000,2.5843306580
"1","50",0.00390904090828,182.77131206710914,101.9894392000,2.5842551230
"1","51",0.00400365279256,183.00957180170778,101.9894327000,2.5841607320
"1","52",0.00406520473547,130.25683695839052,101.9894304000,2.5840992210
"1","53",0.00414126544691,37.82773641399667,101.9895049000,2.5841145010
"1","54",0.00426217899588,3.86866167131147,101.9894991000,2.5842352750
"1","55",0.00434629449924,6.96387214779413,101.9895145000,2.5843179840
"1","56",0.00441943723904,1.88935743281609,101.9895188000,2.5843909950
"1","57",0.00450494785707,3.28718858680722,101.9895194000,2.5844765040
"1","58",0.00457992890237,5.89332817764995,101.9895275000,2.5845510420
"1","59",0.00465725878085,4.78485980459094,101.9895350000,2.5846280090
"1","60",0.00473597074431,67.24554899207244,101.9895405000,2.5847065280
"1","61",0.00484155117809,163.22059006379490,101.9896208000,2.5846379910
"1","62",0.00492950892696,188.93120261336969,101.9895966000,2.5845534250
"1","63",0.00501253988236,184.73282888310808,101.9895939000,2.5844704400
"1","64",0.00509639498655,182.08924774806846,101.9895828000,2.5843873150
"1","65",0.00517134061850,181.96546340886565,101.9895872000,2.5843125000
