no,x,y,z,flight
1,101.98980970000001,2.5840519019999997,55.3582,1.0
2,101.9898415,2.583978019,56.049119999999995,1.0
3,101.98978709999999,2.583990935,55.351369999999996,1.0
4,101.9897426,2.5839713019999997,53.83574,1.0
5,101.9897442,2.584035369,53.81865,1.0
6,101.9896997,2.584082902,53.33476999999999,1.0
7,101.9896286,2.584049319,51.915820000000004,1.0
8,101.989561,2.584098402,51.041309999999996,1.0
9,101.9894922,2.5840542269999998,49.6624,1.0
10,101.9894192,2.5840286519999998,48.340140000000005,1.0
11,101.9893545,2.584072827,47.61357,1.0
12,101.9892808,2.584038985,46.643359999999994,1.0
13,101.9892155,2.584082385,46.15801,1.0
14,101.9892255,2.584165052,46.50274,1.0
15,101.9892297,2.584243585,47.47637,1.0
16,101.9892348,2.584322635,49.080859999999994,1.0
17,101.989243,2.584403494,50.5584,1.0
18,101.98925200000001,2.58448461,51.12236,1.0
19,101.98925559999999,2.584558752,50.93731,1.0
20,101.989261,2.584638835,50.08135,1.0
21,101.98926920000001,2.5847191769999998,48.88262,1.0
22,101.9892756,2.584792544,47.62627,1.0
23,101.9892823,2.584874952,45.973440000000004,1.0
24,101.98935959999999,2.5848664269999997,46.51592,1.0
25,101.9893504,2.584827935,47.48272,1.0
26,101.9893437,2.584751985,49.05596,1.0
27,101.9893339,2.584671644,50.218070000000004,1.0
28,101.9893265,2.584594919,51.353320000000004,1.0
29,101.9893216,2.58451871,51.99102,1.0
30,101.9893178,2.58443811,51.79717,1.0
31,101.9893088,2.5843572519999998,50.54375,1.0
32,101.9893008,2.584281302,49.067679999999996,1.0
33,101.9892949,2.584217235,47.76494,1.0
34,101.9892898,2.584119844,46.78887,1.0
35,101.9893589,2.584144385,47.78496,1.0
36,101.9893668,2.584234027,48.98125,1.0
37,101.9893735,2.584313077,50.571090000000005,1.0
38,101.9893828,2.58439316,52.12822,1.0
39,101.98938940000001,2.584468852,52.787890000000004,1.0
40,101.98939279999999,2.5845460940000002,52.569630000000004,1.0
41,101.9894036,2.58462721,51.739059999999995,1.0
42,101.98940429999999,2.584706519,50.36992,1.0
43,101.98941590000001,2.584783244,49.12481,1.0
44,101.9894179,2.584829485,47.8582,1.0
